Hugo_Symbol,name,recon_1
LIMCH1,LIMCH1,4.0673833
PAPD4,PAPD4,5.6823378
AL353583.1,AL353583.1,5.2890735
PLCD3,PLCD3,6.1744485
HNRNPR,HNRNPR,6.2901883
GNB1L,GNB1L,5.6413903
PPP1R14B,PPP1R14B,7.4444566
SUCLG1,SUCLG1,6.0720334
PABPN1,PABPN1,8.015378
SLC28A2,SLC28A2,0.21060705
NT5DC3,NT5DC3,4.2486243
C17orf103,C17orf103,4.7806373
PKM,PKM,8.586936
FSD1,FSD1,2.383539
HFM1,HFM1,7.8374143
NFIB,NFIB,6.6077867
NACAD,NACAD,11.015808
SFSWAP,SFSWAP,7.6628475
ATP2C2,ATP2C2,5.7929044
ALDH1A1,ALDH1A1,7.6776266
CCT2,CCT2,7.8315816
LMOD1,LMOD1,2.9763713
CHMP4C,CHMP4C,6.6495724
RNF187,RNF187,7.4155493
SLC35C1,SLC35C1,5.3881063
LSP1,LSP1,8.6974325
TSPAN17,TSPAN17,8.323422
PAXIP1,PAXIP1,5.982276
UBE2G1,UBE2G1,5.652243
WISP1,WISP1,3.9481974
DMD,DMD,5.9713364
EID2,EID2,5.9498734
STK35,STK35,4.769819
TMEM229A,TMEM229A,4.654729
TRAM1L1,TRAM1L1,5.829404
TPO,TPO,2.8669066
ZNF726,ZNF726,6.4170504
HLA-DQA2,HLA-DQA2,7.7092195
IFITM3,IFITM3,8.103513
RP11-196G11.1,RP11-196G11.1,2.925353
ART4,ART4,3.4307656
MED26,MED26,6.105745
PEX16,PEX16,7.499304
MAP1S,MAP1S,7.018312
ARAP1,ARAP1,7.8371964
ZNF93,ZNF93,2.8192906
BRICD5,BRICD5,3.0200815
LAIR1,LAIR1,8.643366
WIF1,WIF1,9.9367075
AATK,AATK,2.706332
RPS10,RPS10,8.029096
ASAP1,ASAP1,4.983045
HIST2H3PS2,HIST2H3PS2,0.5825039
FGFBP3,FGFBP3,6.415383
STK3,STK3,6.447134
TFDP2,TFDP2,7.7583284
OSBPL1A,OSBPL1A,4.8698444
MRPS18A,MRPS18A,9.41885
GPR84,GPR84,10.813314
ERVMER34-1,ERVMER34-1,6.1249666
ANKRD36,ANKRD36,7.2877803
CAMKK2,CAMKK2,5.114271
AGBL2,AGBL2,5.1865396
NOTCH2,NOTCH2,4.969275
GPR183,GPR183,4.2211404
MAP2K7,MAP2K7,5.8996453
TGFBR2,TGFBR2,5.20372
RP11-729L2.2,RP11-729L2.2,7.1765733
PLP2,PLP2,7.632981
PLEKHA3,PLEKHA3,7.242124
MAGEB5,MAGEB5,10.595607
OR51B4,OR51B4,6.8305373
PHLDA1,PHLDA1,7.5154853
SORD,SORD,5.4015217
CCDC94,CCDC94,5.4523635
MUC15,MUC15,9.996891
ZNF623,ZNF623,8.09068
MTNR1B,MTNR1B,3.541772
C15orf41,C15orf41,6.230955
TMEM53,TMEM53,4.3478594
ABRACL,ABRACL,7.5141077
ITGA7,ITGA7,5.151247
DUSP10,DUSP10,10.705
ROBO4,ROBO4,10.961655
TCF7L2,TCF7L2,4.4663324
KBTBD3,KBTBD3,8.454302
PTK7,PTK7,6.390197
IDH3G,IDH3G,6.115759
LCE3B,LCE3B,0.2043347
CCBE1,CCBE1,4.345301
MMP24,MMP24,5.72323
TUBGCP4,TUBGCP4,5.105406
NKX2-8,NKX2-8,12.520664
TAC4,TAC4,14.403312
ADA,ADA,5.971586
SLC12A4,SLC12A4,6.491774
AJAP1,AJAP1,4.672288
LDHA,LDHA,8.443602
ANKRD34B,ANKRD34B,9.915968
RFC1,RFC1,6.320262
PNRC1,PNRC1,7.3802314
TYSND1,TYSND1,5.709454
DAXX,DAXX,6.442302
PASD1,PASD1,1.912686
GSTM3,GSTM3,5.8619156
CLSTN2,CLSTN2,13.160282
CMYA5,CMYA5,9.235443
FBXO4,FBXO4,4.4005427
RILP,RILP,5.4920893
TSKS,TSKS,13.100935
H3F3C,H3F3C,1.4458522
NHS,NHS,5.6055408
TBK1,TBK1,9.746643
NUDC,NUDC,6.337453
NUDT19,NUDT19,8.298299
NOL12,NOL12,6.6366873
CPSF4,CPSF4,6.5145965
RTN1,RTN1,5.5296073
TARS2,TARS2,5.241273
HIST1H4K,HIST1H4K,1.17176
DBX1,DBX1,3.1485522
BRI3BP,BRI3BP,5.115262
FAT1,FAT1,6.3370004
AC009065.1,AC009065.1,0.8381383
RP11-145E5.5,RP11-145E5.5,5.4881487
SLC35D3,SLC35D3,8.038485
MPPED1,MPPED1,1.1580864
MAPK4,MAPK4,10.047232
NXN,NXN,6.2823796
RTFDC1,RTFDC1,8.536225
VTA1,VTA1,6.194239
CXCR5,CXCR5,1.3066367
CMC2,CMC2,8.187009
MAPK15,MAPK15,5.6308866
GOLGA6L10,GOLGA6L10,9.213584
TFPI2,TFPI2,12.1822
FAM57B,FAM57B,4.5847006
PCDHGA6,PCDHGA6,2.2372425
WAC,WAC,5.8288617
CDK14,CDK14,4.296279
LSG1,LSG1,7.9803457
CXorf22,CXorf22,0.59899807
ISPD,ISPD,3.6511054
KBTBD4,KBTBD4,10.932262
SOD2,SOD2,7.47504
GALNT16,GALNT16,13.5139065
VHL,VHL,4.752719
AC114546.1,AC114546.1,8.790376
DOK2,DOK2,5.215927
TOP1,TOP1,7.3604565
PHF10,PHF10,6.3424377
SENP5,SENP5,7.0071964
LGALS8,LGALS8,5.8678727
C7orf33,C7orf33,0.14198717
IRAK3,IRAK3,7.905458
ZNF425,ZNF425,6.4320803
CAMKK1,CAMKK1,4.087346
KLHL11,KLHL11,5.8103733
AHCYL2,AHCYL2,4.2230463
SH2D6,SH2D6,5.30364
HPS4,HPS4,7.989207
MYH13,MYH13,3.1941314
MXI1,MXI1,5.1536813
SLC28A3,SLC28A3,5.171412
RPS6KA3,RPS6KA3,9.334636
RNF103-CHMP3,RNF103-CHMP3,1.0906508
RANBP6,RANBP6,4.3240304
S100A10,S100A10,7.7167587
CGB1,CGB1,0.5304964
PGK2,PGK2,0.09611004
FBXL3,FBXL3,9.557727
KIAA2013,KIAA2013,7.5718236
GINS4,GINS4,4.2229166
LRBA,LRBA,10.332803
PAX2,PAX2,6.679619
COL4A3BP,COL4A3BP,6.0472593
RGPD8,RGPD8,9.437359
C1orf174,C1orf174,8.307431
TBX15,TBX15,8.115441
ABCA10,ABCA10,4.675357
HBCBP,HBCBP,4.209175
GART,GART,6.4198685
CABIN1,CABIN1,8.646183
PRPS1,PRPS1,6.4857855
MRPL17,MRPL17,8.396078
ZNF347,ZNF347,5.803322
C6orf203,C6orf203,4.8164754
RNF4,RNF4,6.006257
ACP5,ACP5,7.9133606
COG1,COG1,5.509804
BLOC1S2,BLOC1S2,6.162036
SEC14L1,SEC14L1,7.2282424
CNOT2,CNOT2,8.551745
KCNMB4,KCNMB4,9.066155
TRIB2,TRIB2,6.249948
RHOB,RHOB,8.19317
EFNA5,EFNA5,7.756003
DNAH5,DNAH5,7.6059966
DZIP1L,DZIP1L,6.9902587
GPR78,GPR78,1.8973961
CD38,CD38,7.868319
RAB5B,RAB5B,5.8741093
CHST9,CHST9,1.1710312
OXR1,OXR1,6.0228405
BTG3,BTG3,6.2586603
IQCD,IQCD,2.3302832
DHX36,DHX36,7.5307474
PIAS2,PIAS2,4.197897
ZNF728,ZNF728,10.182165
TTC3,TTC3,6.668414
ID3,ID3,7.590532
HIPK3,HIPK3,5.0287433
MAML2,MAML2,3.6632388
AC135178.1,AC135178.1,2.004431
ERN2,ERN2,10.863638
HEPH,HEPH,5.2351995
UCHL1,UCHL1,4.8952584
TTC19,TTC19,4.8898144
C12orf4,C12orf4,4.9035015
MYCN,MYCN,4.3505893
UGT8,UGT8,4.3508105
ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,4.1676283
TCAIM,TCAIM,5.3890085
GNG10,GNG10,7.2427993
SLC7A14,SLC7A14,4.8903913
LOXL3,LOXL3,3.469479
TAP2,TAP2,6.623212
COL9A2,COL9A2,5.1554356
ABCD4,ABCD4,5.197231
NDUFV1,NDUFV1,7.671747
BRPF3,BRPF3,10.846606
CTD-2287O16.3,CTD-2287O16.3,1.6240181
C8orf48,C8orf48,1.6079184
ZDBF2,ZDBF2,2.599357
C20orf141,C20orf141,9.297474
CORIN,CORIN,7.1030917
RNF213,RNF213,5.9842978
DHTKD1,DHTKD1,6.0625925
PF4,PF4,1.5079997
TBC1D2B,TBC1D2B,7.2816434
UCK1,UCK1,6.8442993
CARD17,CARD17,5.42327
DHRS4-AS1,DHRS4-AS1,5.5078135
CENPE,CENPE,9.806765
LRP4,LRP4,7.793114
BCMO1,BCMO1,2.5535114
ZDHHC7,ZDHHC7,5.3474326
KLHDC7B,KLHDC7B,9.261731
ANKRD7,ANKRD7,2.6833262
APC2,APC2,1.3982296
AL049747.1,AL049747.1,2.2121153
MBNL1,MBNL1,8.325123
CCDC153,CCDC153,6.791728
CCDC163P,CCDC163P,5.28006
BATF,BATF,8.159179
FYCO1,FYCO1,5.07286
PTGR1,PTGR1,6.873079
TRAPPC11,TRAPPC11,4.63173
ZNF460,ZNF460,4.9630823
LRWD1,LRWD1,5.8448515
PGLYRP2,PGLYRP2,1.0790194
DIEXF,DIEXF,3.9143615
EXTL3,EXTL3,6.786621
SP9,SP9,4.294502
RPS17L,RPS17L,7.56368
SLC39A6,SLC39A6,5.8198476
CACYBP,CACYBP,7.005362
STK25,STK25,7.134173
C10orf90,C10orf90,7.9220963
OAZ2,OAZ2,5.975144
ZRANB3,ZRANB3,6.368463
ADAM32,ADAM32,7.812285
C6orf123,C6orf123,1.7608165
C16orf70,C16orf70,6.268266
TMEM175,TMEM175,8.3314495
ATRN,ATRN,5.3955307
TSPAN31,TSPAN31,8.097528
USP9X,USP9X,9.167051
LSM7,LSM7,7.437948
CYP8B1,CYP8B1,10.940394
ZNF416,ZNF416,5.3782663
RP11-613M10.8,RP11-613M10.8,2.5237603
HAND2,HAND2,12.650532
ABCB5,ABCB5,0.55987614
AL591684.1,AL591684.1,7.7075286
P4HB,P4HB,7.765589
CDKN2AIP,CDKN2AIP,8.085839
SCN11A,SCN11A,2.5794835
GABRB2,GABRB2,9.97257
CCDC40,CCDC40,9.411135
BEX2,BEX2,8.598771
LGALS9C,LGALS9C,6.4138503
MTMR1,MTMR1,7.3596363
TMEM9B,TMEM9B,6.6280417
CDC42SE2,CDC42SE2,8.306077
C1orf35,C1orf35,8.670832
SEC23B,SEC23B,5.662178
GRIK1,GRIK1,6.3046117
MYL3,MYL3,2.158703
TGIF2LX,TGIF2LX,0.18942465
XKRX,XKRX,5.7871523
GRHL2,GRHL2,9.792561
PHKG1,PHKG1,3.1532242
OPA3,OPA3,11.104818
TINAG,TINAG,0.4780431
ERCC2,ERCC2,10.6206875
ZNF177,ZNF177,12.233429
MC3R,MC3R,0.088701
CRYGD,CRYGD,0.1906919
GLI4,GLI4,10.787878
APEH,APEH,5.978465
PPM1D,PPM1D,5.3952127
RP11-986E7.7,RP11-986E7.7,0.75395006
TRIM50,TRIM50,1.2833421
DDX53,DDX53,7.209794
CCDC138,CCDC138,11.630511
SLX4,SLX4,8.125427
C11orf35,C11orf35,3.1554368
ZUFSP,ZUFSP,4.184034
C21orf119,C21orf119,5.120598
CTSZ,CTSZ,8.243441
TMEM204,TMEM204,5.864641
BEND5,BEND5,4.977661
THOC1,THOC1,6.932895
RNF128,RNF128,3.665159
VAPA,VAPA,7.9846115
CCDC88B,CCDC88B,6.994104
CAD,CAD,6.1888623
PARD6A,PARD6A,10.098145
DTD1,DTD1,7.9865985
DDX49,DDX49,9.620411
FCRL2,FCRL2,6.6576223
PIGM,PIGM,3.7362518
MTCP1,MTCP1,4.729438
SNX18,SNX18,4.297374
B9D2,B9D2,4.1473317
ZNF217,ZNF217,5.75845
COPS2,COPS2,5.801307
HPCA,HPCA,3.5029025
DGCR6L,DGCR6L,6.7743726
AP1M1,AP1M1,6.7543535
UGT2A1,UGT2A1,0.53892714
JOSD2,JOSD2,7.9218435
EIF2B4,EIF2B4,7.807177
COX6A1P2,COX6A1P2,3.9369323
CBWD1,CBWD1,5.4224215
HIVEP3,HIVEP3,5.174301
SLC46A3,SLC46A3,3.4531357
AGAP10,AGAP10,6.077651
ZNF597,ZNF597,4.0364156
RINT1,RINT1,5.8727727
SULF1,SULF1,6.3364873
NAA60,NAA60,7.8925905
MGC4294,MGC4294,7.3926234
PSAP,PSAP,7.7645297
PAPL,PAPL,9.892649
RAP1A,RAP1A,6.5712123
ANKRD61,ANKRD61,5.7827983
MBD6,MBD6,7.1607447
RANBP3,RANBP3,7.1742992
YTHDC2,YTHDC2,11.154601
TRPM4,TRPM4,6.250055
PXDC1,PXDC1,7.4828267
C4orf26,C4orf26,1.9697996
ACSL5,ACSL5,6.2398
VSTM4,VSTM4,4.6591315
SOX4,SOX4,8.23092
NEFM,NEFM,4.7449174
STYX,STYX,7.575763
USH1C,USH1C,5.785512
ZSCAN32,ZSCAN32,7.703233
C15orf59,C15orf59,4.366889
FAM212B,FAM212B,7.459061
AKR7A3,AKR7A3,6.0645194
RAB35,RAB35,7.06067
EMC1,EMC1,7.637389
IFT74,IFT74,4.748841
SLC4A1AP,SLC4A1AP,8.428525
DNAH11,DNAH11,1.7741158
C3orf30,C3orf30,0.26350084
ACAD11,ACAD11,3.932225
PLEKHO2,PLEKHO2,8.772428
GDF5,GDF5,8.3198
TUBB6,TUBB6,7.9725113
TIMP3,TIMP3,8.601543
PGF,PGF,7.365788
PTMS,PTMS,7.710023
RNF8,RNF8,4.9628925
TBC1D3H,TBC1D3H,2.2188323
ANO5,ANO5,2.0363603
MPP3,MPP3,6.779719
PRMT1,PRMT1,7.3642707
NOC4L,NOC4L,6.760625
CTD-2006C1.10,CTD-2006C1.10,6.8922143
TCF4,TCF4,4.7158656
FAM120C,FAM120C,6.697775
GPR52,GPR52,6.9802384
CTD-2105E13.6,CTD-2105E13.6,8.824342
DGCR8,DGCR8,8.480564
RBFOX2,RBFOX2,7.597395
TRPV2,TRPV2,10.870459
PPP2CB,PPP2CB,6.8895726
LAPTM5,LAPTM5,9.286792
PRKCDBP,PRKCDBP,6.7669044
RP11-830F9.6,RP11-830F9.6,4.877795
AC092675.3,AC092675.3,2.6724207
AJUBA,AJUBA,5.4007087
ZBED6,ZBED6,7.7499027
CHI3L2,CHI3L2,8.5605755
MYH15,MYH15,0.84908205
NMU,NMU,4.307638
MPP7,MPP7,9.965005
IL4,IL4,9.973848
GATA2,GATA2,4.150659
FCRL6,FCRL6,1.6785249
LRRN4,LRRN4,1.1026334
UTP3,UTP3,5.197787
STK4,STK4,5.8600793
KCNK5,KCNK5,12.068386
MIPOL1,MIPOL1,3.4250124
DLX2,DLX2,13.086613
ZC3HC1,ZC3HC1,4.599025
HSPBAP1,HSPBAP1,6.235468
CYP27B1,CYP27B1,5.303047
ARHGAP8,ARHGAP8,10.829317
CTTNBP2,CTTNBP2,13.255971
SLC25A21-AS1,SLC25A21-AS1,2.0441937
MAML1,MAML1,6.080438
SLC6A16,SLC6A16,6.907394
PIGB,PIGB,6.418261
RP1,RP1,0.87851644
FGFR3,FGFR3,6.0420837
HOXD4,HOXD4,10.636759
NUP62,NUP62,6.8175144
BMP10,BMP10,5.8075237
TUSC3,TUSC3,6.6410413
SPRR2E,SPRR2E,7.2491503
GPR75-ASB3,GPR75-ASB3,5.6461964
TIGD4,TIGD4,6.963763
CCDC80,CCDC80,5.2592006
PPP5D1,PPP5D1,4.226997
REG1A,REG1A,0.75013095
ALPL,ALPL,8.368137
ASB14,ASB14,7.5700636
PHF13,PHF13,6.9219527
APOBEC3B,APOBEC3B,5.1500483
POMT1,POMT1,4.5656643
KLF15,KLF15,10.892536
TMA7,TMA7,7.261114
S100A16,S100A16,7.782428
GSTT2,GSTT2,6.6556363
PTDSS1,PTDSS1,8.442577
NHP2,NHP2,7.5371003
DVL2,DVL2,7.0277195
C8orf37,C8orf37,2.7594907
AP003068.6,AP003068.6,1.7689573
LPAR1,LPAR1,8.992269
PRPF6,PRPF6,5.9319324
IRAK1,IRAK1,6.358343
CYP3A43,CYP3A43,4.413403
HIC2,HIC2,5.0309167
UGT3A2,UGT3A2,11.973188
RPS14,RPS14,6.8574653
IFI27L1,IFI27L1,7.313706
EDC3,EDC3,5.654464
GOLGA6L4,GOLGA6L4,6.610022
HIST1H2BI,HIST1H2BI,1.136077
XRCC6,XRCC6,7.4345603
DLK1,DLK1,0.80976117
C3orf70,C3orf70,2.3189888
CLDN7,CLDN7,7.34079
BACE1,BACE1,6.1233897
BPTF,BPTF,5.5684466
PTGER2,PTGER2,8.791259
FAT3,FAT3,0.88534087
DNAJB6,DNAJB6,8.673442
SIGLEC6,SIGLEC6,2.2808487
UBA52,UBA52,7.9916964
GTF2A1,GTF2A1,7.241439
PDPK1,PDPK1,6.2868166
TAF4B,TAF4B,8.608658
ITGAL,ITGAL,8.382062
KIRREL2,KIRREL2,11.26464
ESRP2,ESRP2,8.425313
MCMBP,MCMBP,6.2828717
C1S,C1S,6.9076276
NKAIN2,NKAIN2,2.9709795
AMELY,AMELY,8.000993
STAT5A,STAT5A,6.451217
GREM2,GREM2,3.637087
CCDC11,CCDC11,2.074144
CDK13,CDK13,5.7705984
C17orf67,C17orf67,4.0627356
DUSP22,DUSP22,5.492601
TXNDC11,TXNDC11,6.189011
RP11-796G6.2,RP11-796G6.2,6.9685583
MRPL46,MRPL46,6.948095
TRIM28,TRIM28,7.5342107
CD151,CD151,7.3205857
RPS29,RPS29,8.807967
PRELP,PRELP,5.8965764
PI15,PI15,2.8991349
ACOT12,ACOT12,3.0128794
GALNT8,GALNT8,11.302557
FAM134A,FAM134A,8.27299
EPHA5,EPHA5,11.72846
HLA-B,HLA-B,7.1107755
LMO3,LMO3,3.8573263
MSH2,MSH2,6.7040343
FAM124B,FAM124B,10.07515
NBPF12,NBPF12,5.8483458
TMEM69,TMEM69,6.9448295
MRPS18C,MRPS18C,6.941976
CLEC2L,CLEC2L,5.3585763
MIER2,MIER2,4.7869024
NFE2L1,NFE2L1,6.778936
CYP21A2,CYP21A2,7.142354
NPEPPS,NPEPPS,6.8964505
SERBP1,SERBP1,7.9673557
PCDHB2,PCDHB2,2.7749999
LCN1,LCN1,9.883605
TNMD,TNMD,0.2454144
GOLGA1,GOLGA1,7.341475
FAM83A,FAM83A,7.64916
EIF3K,EIF3K,7.5127487
APLF,APLF,10.038962
VNN2,VNN2,2.588128
SPTLC3,SPTLC3,3.6299329
SPATA12,SPATA12,1.8786322
AK8,AK8,8.437555
VWA5A,VWA5A,7.223758
POLRMT,POLRMT,9.192212
OLFM2,OLFM2,5.7941737
LGALS3BP,LGALS3BP,7.6930966
NUCB1,NUCB1,6.9355683
GYPC,GYPC,5.112969
ZNF557,ZNF557,3.2670145
BMPR1B,BMPR1B,7.235711
TFAM,TFAM,10.149943
DVL1,DVL1,7.614977
SLC35B1,SLC35B1,5.9184446
ALDOA,ALDOA,7.2913227
COL4A6,COL4A6,6.212725
NDUFAF2,NDUFAF2,6.471408
AP000275.65,AP000275.65,6.554069
MAK16,MAK16,4.4802394
ASB1,ASB1,8.12868
KLF14,KLF14,4.9169903
KCNK10,KCNK10,3.3276973
CLINT1,CLINT1,7.636209
C8orf12,C8orf12,0.31417912
FAM227B,FAM227B,7.975011
PPAT,PPAT,5.768138
CFP,CFP,3.1122851
C11orf30,C11orf30,6.5929685
EIF2AK4,EIF2AK4,5.7617087
SLAMF1,SLAMF1,2.6852274
CCT6B,CCT6B,3.0443885
NDC1,NDC1,4.7835574
GNA11,GNA11,6.374665
SYS1-DBNDD2,SYS1-DBNDD2,2.3894353
ACTA2,ACTA2,7.051839
CBL,CBL,4.3710575
ELP4,ELP4,6.716232
ARSI,ARSI,5.898496
PPP3R1,PPP3R1,6.847979
ZNF75A,ZNF75A,11.042126
RP11-514O12.4,RP11-514O12.4,3.7032456
OR7C1,OR7C1,0.53197426
TOX4,TOX4,7.8871393
TSPY2,TSPY2,8.014513
RABGAP1L,RABGAP1L,10.553776
TRRAP,TRRAP,4.792887
TNFRSF19,TNFRSF19,3.9512506
SCARB2,SCARB2,6.117617
SNRNP200,SNRNP200,6.3033953
MCRS1,MCRS1,8.122916
C8orf49,C8orf49,2.7221835
C1orf228,C1orf228,8.77499
PCDHA11,PCDHA11,2.0773387
RP11-795F19.5,RP11-795F19.5,14.224694
MYO1C,MYO1C,7.2483873
WNT2,WNT2,8.32356
LALBA,LALBA,0.14982747
IL17D,IL17D,5.0803823
C4orf3,C4orf3,7.1633716
PPTC7,PPTC7,6.2214327
ABCA12,ABCA12,3.688197
AADAC,AADAC,13.576895
DENND1B,DENND1B,4.1245995
RIC3,RIC3,4.180463
CCDC63,CCDC63,5.726937
RHEB,RHEB,7.125672
RP1-241P17.4,RP1-241P17.4,7.125989
WDR16,WDR16,12.050084
LAMP5,LAMP5,8.502911
CCNG2,CCNG2,9.10767
TRAPPC3L,TRAPPC3L,1.9091078
NRSN1,NRSN1,0.26000968
TMED6,TMED6,5.238332
ASCC1,ASCC1,5.1818004
DYDC2,DYDC2,1.0933424
KLRC4-KLRK1,KLRC4-KLRK1,1.4012166
FKTN,FKTN,3.8790088
XIRP2,XIRP2,13.687051
CYB5A,CYB5A,5.6417737
CSAD,CSAD,7.792592
CSPP1,CSPP1,6.3088484
SLC25A36,SLC25A36,9.89733
CSRP2,CSRP2,8.725633
RBX1,RBX1,6.0725813
CASP2,CASP2,6.111209
KCTD2,KCTD2,4.8418374
PRKCB,PRKCB,2.9874768
ZDHHC15,ZDHHC15,1.2707726
OGFOD1,OGFOD1,5.4428396
CAPN2,CAPN2,7.4767346
SNRNP25,SNRNP25,6.282026
SLC39A10,SLC39A10,4.13754
UBN2,UBN2,3.2646966
SRGAP1,SRGAP1,4.315064
STK39,STK39,5.7925982
CORO1A,CORO1A,6.069962
NRN1L,NRN1L,9.196539
FNBP1L,FNBP1L,10.906557
EXOC1,EXOC1,5.9410872
GZMH,GZMH,6.097252
ZNF417,ZNF417,4.8373117
CXorf36,CXorf36,3.4681349
CACNA1G,CACNA1G,5.1811857
SLC26A6,SLC26A6,6.2494116
MID1IP1,MID1IP1,10.009227
ME3,ME3,3.6912122
C11orf54,C11orf54,7.4501476
POLR2E,POLR2E,7.261361
PARP6,PARP6,8.724243
ABTB2,ABTB2,5.1107073
PSME3,PSME3,6.377075
EGLN3,EGLN3,7.5769296
ING5,ING5,6.7911086
PCDHA3,PCDHA3,10.38979
POFUT1,POFUT1,6.9859576
RNF111,RNF111,5.9294376
ELMOD1,ELMOD1,9.567568
BOK,BOK,5.4862833
ATG2A,ATG2A,8.77471
KIDINS220,KIDINS220,5.969235
ATP5EP2,ATP5EP2,3.6332579
ZNF16,ZNF16,7.0244217
FAM156A,FAM156A,3.8261194
SLC35A2,SLC35A2,7.2141347
SULT1B1,SULT1B1,3.3856633
OR2A42,OR2A42,5.717974
RPS2,RPS2,7.8856936
KIAA1191,KIAA1191,5.8314967
SLC25A16,SLC25A16,4.168613
DNAJC25-GNG10,DNAJC25-GNG10,5.947292
ZNF555,ZNF555,3.1114192
PCDH20,PCDH20,0.773023
MAPK11,MAPK11,4.858015
ZNF493,ZNF493,5.1506567
G0S2,G0S2,6.6938276
CLDND2,CLDND2,9.547577
HSD3B7,HSD3B7,7.724155
TSPAN19,TSPAN19,8.952963
NDUFB2,NDUFB2,8.143312
EI24,EI24,6.8402433
ALAD,ALAD,5.4779787
RP1-130H16.18,RP1-130H16.18,13.148573
TRPM2,TRPM2,7.710788
RHOBTB1,RHOBTB1,3.5076876
PPM1B,PPM1B,5.0088596
LYPD6B,LYPD6B,6.036109
AGAP1,AGAP1,6.765272
FCER1A,FCER1A,3.0437846
PTPRN,PTPRN,7.2226996
ARIH2,ARIH2,6.1056123
CDK10,CDK10,8.014104
PARVG,PARVG,4.1065764
IQCA1,IQCA1,2.9956093
KLHL34,KLHL34,3.782654
C11orf87,C11orf87,4.603059
NXF2,NXF2,0.35222757
TMSB15B,TMSB15B,7.270594
ITM2A,ITM2A,6.5195394
FAM106A,FAM106A,2.6198668
ZNF556,ZNF556,5.922956
HCN3,HCN3,4.7290063
SSBP3-AS1,SSBP3-AS1,1.1014191
MTSS1L,MTSS1L,7.6451464
LRRC8C,LRRC8C,7.0107865
EHMT2,EHMT2,6.479607
PSMB6,PSMB6,8.043495
ANXA8L2,ANXA8L2,7.590459
POU2AF1,POU2AF1,8.650304
AOX1,AOX1,6.2401857
ZNF486,ZNF486,2.1453307
SIX5,SIX5,7.3983293
MPC2,MPC2,5.9680076
TGFBRAP1,TGFBRAP1,4.345313
ATP5J2,ATP5J2,7.781427
ATG16L1,ATG16L1,4.7841616
GPCPD1,GPCPD1,7.9530735
MMEL1,MMEL1,3.753607
RFX8,RFX8,8.353143
FAM222A,FAM222A,3.5198975
C3orf80,C3orf80,9.368978
COMMD10,COMMD10,6.2940526
NKTR,NKTR,5.336882
BLOC1S4,BLOC1S4,5.395304
TCP1,TCP1,7.6596646
S100A9,S100A9,8.224682
SMURF1,SMURF1,5.0344534
HUNK,HUNK,9.536907
P2RY11,P2RY11,9.48668
SLC30A3,SLC30A3,9.274399
ASTN1,ASTN1,10.471804
ZBED6CL,ZBED6CL,4.5854216
RERE,RERE,6.027447
CCNB1IP1,CCNB1IP1,5.416008
NDST2,NDST2,7.2770705
CISD1,CISD1,5.66402
AC018816.3,AC018816.3,6.9987164
CTC-360G5.1,CTC-360G5.1,0.8842709
LCA5L,LCA5L,4.917826
CUTA,CUTA,7.690467
SLC5A4,SLC5A4,3.4661055
CLNS1A,CLNS1A,7.936197
MRPL21,MRPL21,7.061248
FAM188B,FAM188B,6.6021814
MRPS21,MRPS21,6.1790686
NMI,NMI,8.398904
HAX1,HAX1,7.817502
INPP4B,INPP4B,3.9017625
RPL37,RPL37,7.894624
ECT2,ECT2,5.3362246
IL21,IL21,3.2508209
TMEM187,TMEM187,4.2055726
LPA,LPA,5.9848948
LRRC57,LRRC57,6.519904
GPR137,GPR137,7.554887
GRHL3,GRHL3,6.3278975
ETFB,ETFB,6.6083755
KIAA1407,KIAA1407,3.0939493
UGT1A5,UGT1A5,3.0518014
ZNF329,ZNF329,7.3711495
TMEM52,TMEM52,8.36266
PSD4,PSD4,9.0997925
LHX4,LHX4,5.0731044
GRSF1,GRSF1,6.735086
DNAJA3,DNAJA3,6.8360014
MRPL20,MRPL20,7.3879795
SMOX,SMOX,9.356374
RAP1GDS1,RAP1GDS1,9.399341
STK11,STK11,5.8333507
PCSK4,PCSK4,2.5137227
TMEM31,TMEM31,1.3632777
TRIM11,TRIM11,6.289991
RBBP8,RBBP8,5.610984
DNAH10,DNAH10,3.884247
FEZF1,FEZF1,5.771094
LTF,LTF,6.9474874
PMCH,PMCH,5.035616
PRPF31,PRPF31,7.950861
CER1,CER1,1.5062087
AFTPH,AFTPH,8.364156
CLEC4D,CLEC4D,1.3309989
DDX39A,DDX39A,6.3621554
UBQLN2,UBQLN2,6.9062133
MBTD1,MBTD1,5.746743
OGFOD3,OGFOD3,7.0493774
SIRPD,SIRPD,3.9844813
PTBP2,PTBP2,8.024751
PPP1R3D,PPP1R3D,8.341956
PRR5L,PRR5L,4.438498
ELAVL3,ELAVL3,0.20687327
ZNF311,ZNF311,7.914755
USP8,USP8,5.0672426
PBDC1,PBDC1,5.766425
PREX1,PREX1,9.102886
EPB41,EPB41,7.361209
TRIM39,TRIM39,9.2535095
WNT5B,WNT5B,7.867134
ZNF878,ZNF878,1.200314
CTSS,CTSS,5.707955
HLA-A,HLA-A,8.50991
TMEM151A,TMEM151A,0.9418814
GSN,GSN,8.061127
ABI2,ABI2,6.381594
ANKRD33,ANKRD33,5.9752936
RRM2,RRM2,7.587645
STRIP1,STRIP1,7.023366
OLIG1,OLIG1,6.53316
