,x,0
9269,TIGD3,8.149873
3557,SPSB4,8.150704
2975,EOMES,8.151222
3602,GPR171,8.15211
11482,CHRNA7,8.153422
14220,ANGPTL6,8.155889
7700,NXNL2,8.155941
7368,FAM135B,8.157777
7592,CA9,8.161238
5456,LY6G6C,8.161918
4944,PCDHB8,8.162076
12946,HS3ST3A1,8.1712475
9079,FAM180B,8.1734915
6998,STMN4,8.173953
7258,KCNS2,8.17447
15103,SYT5,8.175257
5266,C6orf52,8.179635
2883,LHFPL4,8.184553
9428,TPBGL,8.186534
14724,CEACAM6,8.1874075
9899,GRIN2B,8.188634
2782,HTR2B,8.188834
13,TTLL10,8.190845
5114,KCNIP1,8.193573
8424,SFTPA2,8.19813
13364,PRR15L,8.198622
174,CLCNKB,8.201056
1489,LAX1,8.201155
1232,CD84,8.201624
4342,LRAT,8.202086
2734,ASIC4,8.204343
3610,SUCNR1,8.20912
1714,EXO1,8.209355
12885,SHBG,8.212596
3937,SLC34A2,8.214157
5602,APOBEC2,8.21583
4028,ARL9,8.216239
8193,MALRD1,8.221572
6731,AKR1B10,8.221764
7377,GPR20,8.22228
16140,PNPLA3,8.222612
2078,CLEC4F,8.222938
16752,ATP2B3,8.223501
12250,HS3ST2,8.223732
12638,DYNLRB2,8.224089
9907,SMCO3,8.224235
9043,SYT13,8.2249
6468,ERVW-1,8.225051
11962,CERS3,8.22567
10507,HRK,8.22818
16602,NUP62CL,8.230946
764,EPHX4,8.23113
13832,KLHL14,8.231674
4672,F2RL1,8.231903
1901,ALK,8.232313
1684,KCNK1,8.233107
2274,RGPD3,8.2332
10997,CPNE6,8.233929
271,NCMAP,8.235105
1586,SPATA17,8.23882
4115,BMP3,8.238953
277,RHD,8.241592
864,KCNA3,8.243175
11205,RDH12,8.243887
12252,SCNN1G,8.244465
3953,TLR10,8.24525
2647,GPR1,8.247504
10267,WIF1,8.2489195
6524,GJC3,8.249089
3180,LSMEM2,8.250296
8227,ARMC4,8.250869
6373,CALN1,8.251184
10318,E2F7,8.251199
4091,CXCL10,8.2527485
14127,NRTN,8.25561
12519,LRRC36,8.255946
12710,CDH15,8.256939
333,SMPDL3B,8.258042
10216,MYO1A,8.258649
7232,RAD54B,8.258841
6716,CPA4,8.260763
15228,C20orf202,8.261457
6645,GPR85,8.262817
13374,HOXB5,8.269242
1518,PM20D1,8.271529
10213,GPR182,8.271966
15593,TUBB1,8.272798
11331,CATSPERB,8.274372
13218,KRT23,8.275338
9308,TMEM151A,8.276051
6233,HOXA10,8.277354
15267,SPEF1,8.277958
936,HMGCS2,8.278574
5972,GVQW2,8.279605
5220,IRF4,8.281172
13907,ALPK2,8.28225
8295,OGDHL,8.287446
6015,RAET1G,8.288059
6665,WNT16,8.288471
10203,GLS2,8.289974
2145,LRRTM1,8.2902155
8321,C10orf107,8.290954
10655,SKA3,8.294095
3981,KCTD8,8.295139
6607,SLC26A5,8.296661
5849,CEP57L1,8.297395
13948,CNDP1,8.298459
14523,WDR88,8.300885
1054,CRNN,8.302654
4924,PCDHA3,8.303978
13822,DSG1,8.306476
1355,TNN,8.307853
4332,MND1,8.308544
8129,CALML5,8.309068
267,GRHL3,8.309564
1234,CD48,8.311142
1123,DCST1,8.311148
15110,COX6B2,8.311889
4037,EPHA5,8.312768
8049,C9orf163,8.316747
15109,TMEM150B,8.317474
11454,MKRN3,8.317546
15013,FPR2,8.318272
10471,CUX2,8.318343
3580,ZIC1,8.318881
11849,CHRNA5,8.319933
4793,ZNF474,8.320109
16468,RAB41,8.320598
7350,POU5F1B,8.321294
6689,LEP,8.322802
1487,OPTC,8.323846
4328,TIGD4,8.325727
16574,NXF3,8.326265
11546,OIP5,8.32661
1070,LOR,8.327452
11423,TMEM179,8.327693
15148,SMIM17,8.328701
2410,LYPD6B,8.328785
13076,EFCAB5,8.331276
4651,FOXD1,8.334916
8320,TMEM26,8.335521
14171,MCEMP1,8.336155
16471,GDPD2,8.337078
1491,ZBED6,8.337671
6576,VGF,8.337976
13946,FAM69C,8.340103
4996,PLAC8L1,8.341433
7272,GRHL2,8.341534
15602,C20orf197,8.344439
15475,GDAP1L1,8.345833
2308,CKAP2L,8.347218
190,PADI4,8.347235
4573,HSPB3,8.349651
8860,CNGA4,8.350212
16635,ZCCHC12,8.350568
7764,GABBR2,8.351587
1685,SLC35F3,8.352712
11758,NOX5,8.35578
6302,SPDYE1,8.362652
12482,CDH8,8.362849
8844,OR51E1,8.362855
9518,ANGPTL5,8.36335
8214,GPR158,8.363422
14455,HAPLN4,8.365539
3083,SLC6A20,8.365981
14518,TDRD12,8.367343
2212,FER1L5,8.369924
15575,FAM209B,8.371351
470,OXCT2,8.372787
7886,CRB2,8.373525
16430,ALAS2,8.373837
3484,KIAA1257,8.374236
11613,C15orf48,8.374434
942,FAM72B,8.37553
10859,OXGR1,8.380008
8764,NLRP6,8.3807745
2378,TUBA3D,8.382156
2640,CTLA4,8.382446
5116,GABRP,8.383457
10552,KDM2B,8.384404
11794,STRA6,8.384761
5152,CDHR2,8.386977
15984,SLC5A4,8.387396
1357,TNR,8.387748
8426,NUTM2B,8.391914
13485,C17orf82,8.394734
14997,SIGLEC7,8.396152
6376,TRIM74,8.398905
10226,INHBE,8.400023
14721,CEACAM4,8.400061
16319,SYTL5,8.402304
3375,TAGLN3,8.402441
16547,XKRX,8.402555
11885,BNC1,8.404898
1361,BRINP2,8.4065895
3998,SLC10A4,8.407309
4175,ADH6,8.407776
16645,SOWAHD,8.408225
5730,COL19A1,8.408247
2144,CTNNA2,8.40938
10041,DHH,8.410198
299,AIM1L,8.411353
11280,ESRRB,8.414925
5216,TRIM7,8.416009
1523,FAM72A,8.416989
727,LPAR3,8.417085
5881,DSE,8.417444
6509,BUD31,8.422774
741,CLCA4,8.423609
11850,CHRNA3,8.426947
5138,DRD1,8.427345
407,GJB5,8.427417
1556,KCNH1,8.427974
11840,CIB2,8.428236
6061,PNLDC1,8.430666
12489,CMTM2,8.43071
7101,RGS20,8.432263
4008,ERVMER34-1,8.435081
14279,ZNF878,8.437384
14186,FBN3,8.438057
313,KDF1,8.43919
1045,C2CD4D,8.439341
13437,ANKFN1,8.440118
739,CLCA2,8.44214
1187,LRRC71,8.444117
7421,SPATC1,8.444428
9204,LGALS12,8.445118
4321,MAB21L2,8.445951
16661,GRIA3,8.446679
14974,ASPDH,8.448393
15450,BPI,8.448496
7813,MUSK,8.449443
3207,GPR62,8.449625
5331,HIST1H1E,8.451628
4966,PCDHGA8,8.452052
2185,SMYD1,8.4540615
8437,NRG3,8.454654
9867,EIF2S3L,8.455696
1220,KCNJ9,8.457225
14342,PTGER1,8.459868
11919,WDR93,8.45994
13479,USP32,8.463542
15774,HSF2BP,8.464015
10586,RILPL2,8.464555
7328,TBC1D31,8.464809
4181,MTTP,8.465365
5928,THEMIS,8.466776
8694,BTBD16,8.466883
1434,CRB1,8.46711
14417,IL12RB1,8.467371
11886,SH3GL3,8.468938
2885,CPNE9,8.469
4472,C5orf49,8.470647
10148,HOXC5,8.470769
2123,LBX2,8.47123
7217,CALB1,8.474056
8807,KRTAP5-1,8.47557
8215,MYO3A,8.476169
4401,ASB5,8.476362
7734,ZNF169,8.476926
11306,TSHR,8.477236
8847,HBD,8.477869
3421,STXBP5L,8.478674
16546,NOX1,8.480444
16069,APOBEC3H,8.486023
6488,ASB4,8.486425
826,AKNAD1,8.4877615
2262,SLC9A2,8.487948
14911,DHDH,8.488781
8137,IL2RA,8.489776
13883,SKA1,8.490264
7462,FOXD4,8.490962
7468,DMRT2,8.491622
4662,ANKRD31,8.492591
10765,ERICH6B,8.493599
15821,TUBA8,8.4948225
7488,MLANA,8.494899
358,NKAIN1,8.497709
1185,INSRR,8.499625
12417,CYLD,8.49994
348,OPRD1,8.50087
2156,SH2D6,8.502306
9890,GPR19,8.503672
16448,ASB12,8.504244
13776,CIDEA,8.509219
3460,ROPN1B,8.509452
8466,ANKRD22,8.510336
4893,MZB1,8.511224
14525,SLC7A10,8.511744
11770,NR2E3,8.514616
14976,SYT3,8.516004
11472,CHRFAM7A,8.516899
9902,GUCY2C,8.517878
16627,IL13RA2,8.523625
2422,FMNL2,8.523844
15112,IL11,8.525503
12832,FAM64A,8.525525
4936,PCDHAC2,8.5256815
8967,E2F8,8.526602
10794,KCNRG,8.527251
12021,TPSG1,8.528043
1869,SLC30A3,8.529206
7307,AARD,8.52992
6784,PRSS1,8.531452
8092,SLC34A3,8.531544
15055,NLRP12,8.532385
11031,GZMH,8.533743
134,DRAXIN,8.535494
2860,RTP5,8.535532
729,WDR63,8.5356
8365,NODAL,8.5365095
9528,MMP3,8.537246
6633,LAMB4,8.537329
2142,REG1A,8.537456
4866,SLC25A48,8.537591
11223,ADAM21,8.539183
3459,ALG1L,8.541743
10501,TBX5,8.543105
15491,PI3,8.543659
6715,CPA2,8.544028
15092,FCAR,8.545769
14816,FOSB,8.547224
16566,TCEAL6,8.547537
16278,PPEF1,8.548522
7640,TMEM252,8.548627
11469,FAM189A1,8.549924
14881,ZNF114,8.551137
6521,CYP3A4,8.552175
7906,LMX1B,8.553096
5672,TCTE1,8.555903
6802,OR2A7,8.556099
12222,GP2,8.556325
7097,ST18,8.556639
9930,GYS2,8.559162
13012,SLC47A2,8.5602
801,LRRC39,8.560686
9382,KRTAP5-9,8.560974
8075,FUT7,8.562248
15154,ZNF805,8.564156
6225,HOXA1,8.565199
12334,BOLA2B,8.5657835
1627,LEFTY2,8.566084
1468,LGR6,8.5676365
12476,GINS3,8.568708
16195,KLHDC7B,8.5688095
5755,HTR1B,8.571612
6172,VWDE,8.571831
13399,DLX4,8.5721855
9453,THRSP,8.572521
12280,GSG1L,8.573298
6390,CLDN3,8.575255
10134,PCBP2,8.578455
16773,TKTL1,8.579242
2501,DLX1,8.580132
3054,CYP8B1,8.580945
16652,RHOXF1,8.5849085
685,DEPDC1,8.585545
13064,SEZ6,8.593559
15587,APCDD1L,8.594316
9664,POU2F3,8.59552
8432,MAT1A,8.596227
8282,GDF10,8.5966835
7389,LY6D,8.59879
9301,GAL3ST3,8.599033
2350,PROC,8.600413
10796,DLEU7,8.600686
2964,NKIRAS1,8.600991
6894,DEFB1,8.603974
12268,SLC5A11,8.606868
5438,LTA,8.607232
16667,DCAF12L2,8.609451
7292,RSPO2,8.61073
15823,TMEM191B,8.61131
941,FCGR1B,8.611791
15788,TSPEAR,8.614865
16087,MCHR1,8.617079
12781,GSG2,8.620174
10120,SOAT2,8.620856
7007,PBK,8.621211
10906,F7,8.621253
9363,GAL,8.621988
9879,TAS2R19,8.622212
6656,WNT2,8.623485
13400,DLX3,8.624908
5439,TNF,8.625958
3667,SLC7A14,8.627463
3957,TMEM156,8.628076
7631,CNTNAP3B,8.630905
8335,MYPN,8.631147
3304,PROK2,8.631889
8499,FFAR4,8.632046
13140,CCL3,8.635081
1854,CENPA,8.636012
3978,BEND4,8.636898
14018,PLK5,8.6371765
14173,FCER2,8.638834
16618,RGAG1,8.639331
13930,HMSD,8.643577
1223,ATP1A4,8.645168
9719,TMEM45B,8.645237
8751,PRAP1,8.645694
13902,ONECUT2,8.646446
13925,SERPINB5,8.64724
1811,NT5C1B,8.648354
2438,DAPL1,8.64974
1741,GCSAML,8.651129
15102,DNAAF3,8.6514435
699,ERICH3,8.651632
4216,ETNPPL,8.65196
2126,DQX1,8.655537
15424,CNBD2,8.655679
13984,MISP,8.655898
13109,CCL13,8.658027
16239,FRMPD4,8.658165
12573,CLEC18A,8.659211
9863,KLRC4,8.659247
9690,HEPACAM,8.659315
1273,SH2D1B,8.661957
6082,KIF25,8.663372
895,BCL2L15,8.664576
5020,IL17B,8.66702
6615,EFCAB10,8.669003
3018,SLC22A14,8.669449
8630,SORCS3,8.669617
2265,POU3F3,8.671487
3423,FBXO40,8.67227
695,LRRIQ3,8.677178
12928,RCVRN,8.677389
583,SLC5A9,8.679319
7919,TTC16,8.679909
1167,TSACC,8.680553
12663,ADAD2,8.68292
6676,LMOD2,8.685193
8280,GPRIN2,8.685443
13128,GAS2L2,8.685858
11140,EXOC5,8.687218
13407,TMEM92,8.6882925
6334,ABCA13,8.691603
15765,TMPRSS3,8.693167
1238,ITLN1,8.695019
6571,MUC12,8.695223
4387,GALNTL6,8.6954775
5209,SCGB3A1,8.696039
5518,VPS52,8.697578
12307,SULT1A4,8.700664
4174,ADH4,8.701389
10694,MTUS2,8.701753
9300,CATSPER1,8.701814
9321,CCDC87,8.704199
354,MATN1,8.705359
9673,CRTAM,8.707727
55,HES5,8.708208
3921,FAM184B,8.70832
11459,SNURF,8.709392
14180,TGFBR3L,8.709885
10100,KRT6B,8.71183
13960,KCNG2,8.71264
13451,EPX,8.714295
5536,GRM4,8.716283
11484,GOLGA8O,8.717267
12090,KREMEN2,8.71808
4873,PKD2L2,8.718424
1699,EDARADD,8.719549
13971,ODF3L2,8.719754
455,POU3F1,8.722256
16064,APOBEC3B,8.722662
8594,ELOVL3,8.723172
15489,KCNS1,8.723328
13549,MAP2K6,8.726651
12382,COX6A2,8.726782
11093,KLHDC1,8.727092
5154,SNCB,8.727757
7061,IDO1,8.72784
9113,FAM111B,8.728656
12446,MT1H,8.728829
9315,PELI3,8.729274
15856,SERPIND1,8.729288
16518,LPAR4,8.7317
12609,CLEC18B,8.733437
3188,ZMYND10,8.738675
13118,UNC45B,8.738929
12717,DPEP1,8.740496
4562,HCN1,8.741031
2908,SLC6A11,8.742458
15451,LBP,8.744265
15766,UBASH3A,8.744997
12903,ALOXE3,8.746609
7589,SIT1,8.751313
4650,TMEM171,8.752053
8834,ART5,8.752297
14165,CAMSAP3,8.753798
15703,OLIG1,8.755033
13890,DCC,8.757136
12232,DNAH3,8.758804
3784,ZDHHC19,8.763441
12419,TOX3,8.764959
11742,LCTL,8.765353
15380,EFCAB8,8.765642
12300,CD19,8.768683
5160,FGFR4,8.769694
16481,GJB1,8.770602
9284,OVOL1,8.771714
9135,ZP1,8.772132
15057,PRKCG,8.7766285
11825,ODF3L1,8.777204
9972,H3F3C,8.778684
7835,RNF183,8.779455
12204,NPIPA7,8.780733
5594,KCNK17,8.783355
7160,XKR9,8.785098
5333,HIST1H2BE,8.786848
10334,LRRIQ1,8.787153
5031,SLC6A7,8.788643
16132,BIK,8.789793
10211,SDR9C7,8.796862
9038,ALX4,8.798617
8944,USH1C,8.800009
7749,NUTM2G,8.8008375
12957,TBC1D26,8.800985
16501,KIAA2022,8.801052
11224,ADAM20,8.805042
7496,TYRP1,8.80703
13622,FOXJ1,8.807281
9716,TP53AIP1,8.810387
2278,SULT1C2,8.812443
4575,ESM1,8.814529
1826,MFSD2B,8.820914
13823,DSG3,8.8270035
9718,BARX2,8.827169
3679,KCNMB2,8.82772
1497,GOLT1A,8.828658
6904,RP1L1,8.82961
4065,RASSF6,8.829676
9054,CHRM4,8.829913
12816,SLC52A1,8.830738
6709,SMKR1,8.832038
14634,YIF1B,8.83214
2690,RUFY4,8.833668
7006,ESCO2,8.833736
1668,CAPN9,8.834255
3647,SLITRK3,8.837069
9736,GLB1L3,8.838173
12840,FBXO39,8.839256
9392,FOLR1,8.839764
9185,GNG3,8.839836
2321,DPP10,8.840353
7254,ERICH5,8.843028
11578,TGM5,8.843067
10994,DHRS2,8.844459
585,AGBL4,8.846057
14811,KLC3,8.847926
16028,LGALS2,8.848576
5879,COL10A1,8.848763
14903,IZUMO1,8.850824
6538,GPC2,8.851092
7233,FSBP,8.852494
15618,NTSR1,8.854578
6039,CLDN20,8.855423
2585,STK17B,8.859089
11134,DLGAP5,8.859383
13825,TTR,8.859483
3330,EPHA6,8.859674
9963,OVCH1,8.861208
7820,C9orf84,8.861473
7059,ADAM9,8.861485
14040,JSRP1,8.862076
5322,SCGN,8.862182
14912,BAX,8.862326
13833,CCDC178,8.863033
13138,CCL23,8.863423
7525,ELAVL2,8.863881
2667,MYL1,8.867193
9627,CD3G,8.867573
13108,CCL8,8.867598
4198,CENPE,8.867739
86,TAS1R1,8.868824
871,PIFO,8.870589
2488,MYO3B,8.870886
4376,SPOCK3,8.872027
6005,SUMO4,8.872348
14969,SPIB,8.872951
6583,COL26A1,8.873194
12792,GGT6,8.87344
12994,FAM106A,8.87503
8362,NPFFR1,8.877217
16685,IGSF1,8.8791275
15628,NKAIN4,8.879792
2477,LRP2,8.879969
2623,MPP4,8.881729
9713,KCNJ1,8.884586
7335,KLHL38,8.888055
1099,NUP210L,8.889838
13487,NACA2,8.893401
13629,AANAT,8.893584
3760,UTS2B,8.895427
8285,ANXA8,8.896846
12087,PRSS22,8.900287
7263,FBXO43,8.900779
8043,CARD9,8.901163
16214,ASMT,8.902356
9631,TTC36,8.90353
10024,C12orf54,8.903532
9358,TCIRG1,8.90444
16441,SPIN2A,8.906312
10270,HMGA2,8.90683
16552,TAF7L,8.907051
7290,ABRA,8.907218
8212,ENKUR,8.908622
4099,SOWAHB,8.908818
1601,HHIPL2,8.909099
13854,SYT4,8.909474
5597,MOCS1,8.90975
13827,SLC25A52,8.910161
4747,SLCO4C1,8.911511
3320,HTR1F,8.91437
15718,KCNE2,8.916243
12838,SLC13A5,8.917022
13688,PDE6G,8.918392
10716,SOHLH2,8.922501
1418,BRINP3,8.923247
12998,FBXW10,8.923482
4925,PCDHA4,8.924652
10673,AMER2,8.924931
15658,MYT1,8.928165
8810,SYT8,8.928246
12599,PKD1L3,8.929401
3100,PRSS45,8.930256
8845,OR51E2,8.937254
512,MPL,8.937491
13715,CCDC57,8.9376955
122,C1orf127,8.938237
15887,VPREB3,8.938279
11845,CRABP1,8.939917
13001,SLC5A10,8.941219
10667,C1QTNF9,8.9430685
347,YTHDF2,8.94725
10847,GPC5,8.949237
11071,SSTR1,8.951645
13955,GALR1,8.95399
1791,KCNF1,8.955753
12794,ALOX15,8.957907
2779,GPR55,8.959542
10680,GPR12,8.959588
10146,HOXC9,8.959779
1349,SERPINC1,8.959809
16091,DNAJB7,8.960712
13942,NETO1,8.961239
16336,NDP,8.962409
5005,SPINK1,8.964266
7126,CLVS1,8.971627
587,ELAVL4,8.972457
8991,DCDC1,8.97256
10144,HOXC10,8.972858
9774,KCNA1,8.974446
7268,SNX31,8.976801
15566,DOK5,8.977
9895,GPRC5D,8.980139
2589,C2orf66,8.980968
10147,HOXC8,8.982101
2382,LYPD1,8.984921
4463,IRX1,8.988734
572,CYP4A11,8.989601
815,AMY2A,8.99007
2553,ZNF804A,8.992236
8173,ACBD7,8.992808
16289,SMPX,8.9930725
9231,TEX40,8.994632
15188,ZSCAN1,8.994774
8463,LIPF,8.995055
13366,COPZ2,8.997237
3945,DTHD1,8.998448
653,L1TD1,9.0009775
15631,CHRNA4,9.001502
14893,FAM83E,9.001604
5911,CLVS2,9.003102
13706,NOTUM,9.004488
3845,CFAP99,9.005669
8667,C10orf82,9.0071335
13835,NOL4,9.010648
5426,PSORS1C2,9.015914
7516,SLC24A2,9.015973
14129,FUT3,9.017538
16157,WNT7B,9.017879
11589,CKMT1A,9.018772
9880,TAS2R31,9.019788
1198,CD1C,9.0198
6441,GRM3,9.02036
14168,PCP2,9.021863
8698,DMBT1,9.023297
1673,TRIM67,9.023829
837,MYBPHL,9.024022
7352,GSDMC,9.025333
15630,COL20A1,9.026599
13816,AQP4,9.026959
11575,EPB42,9.029711
13856,SLC14A2,9.0298195
5024,PDE6A,9.030285
10720,SERTM1,9.030882
6020,IYD,9.031126
10114,KRT78,9.031216
3987,GABRA4,9.033219
9144,PGA5,9.038338
1758,MYT1L,9.041256
8857,OR52N4,9.041487
15737,KCNJ6,9.042834
1295,DUSP27,9.042916
10868,GPR18,9.045454
6799,CTAGE6,9.04674
10688,ATP5EP2,9.04829
7810,C9orf152,9.048558
14909,TULP2,9.053173
13193,GSDMA,9.053659
458,GJA9,9.054524
10308,GLIPR1L1,9.060321
15660,CBSL,9.060697
15162,VN1R1,9.063023
14705,CYP2A6,9.063225
12666,TLDC1,9.0642185
2921,TMEM40,9.064749
14554,HAMP,9.065028
8665,PNLIP,9.0674515
4576,GZMK,9.069275
15981,C22orf24,9.071054
12263,CHP2,9.071115
620,DIO1,9.077229
3128,UCN2,9.081259
14069,SMIM24,9.082032
8976,LUZP2,9.083755
7204,CA1,9.084157
5222,HUS1B,9.084989
2767,SPHKAP,9.086647
4908,SLC4A9,9.08875
235,CELA3A,9.091841
289,SLC30A2,9.096141
8174,C10orf111,9.0981865
9620,TMPRSS4,9.099062
4586,ANKRD55,9.099867
8445,OPN4,9.100888
10292,MYRFL,9.104731
5213,BTNL8,9.105488
15921,CRYBB1,9.1064
14452,RFXANK,9.11107
3062,TCAIM,9.111472
1372,TDRD5,9.11264
15031,ZNF534,9.112729
5310,PRL,9.11382
9087,LRRC55,9.115316
7130,TTPA,9.117543
5604,TREML1,9.117934
13309,SLC4A1,9.118118
7400,MAFA,9.12024
1553,SYT14,9.120401
1421,RGS13,9.121875
5335,HIST1H3D,9.123899
6231,HOXA7,9.125211
375,DCDC2B,9.126003
1390,RGS8,9.127489
1190,FCRL5,9.127558
12285,NPIPB7,9.128347
9855,CLEC9A,9.129419
14329,NANOS3,9.13558
900,SYT6,9.138288
5548,TCP11,9.1394825
4071,CXCL5,9.139491
10021,H1FNT,9.141
11230,DPF3,9.142884
7847,ORM1,9.143136
537,TCTEX1D4,9.144049
6184,AGR2,9.1456785
12619,CTRB1,9.146177
13509,GH1,9.151729
2929,TPRXL,9.153329
16373,GATA1,9.160198
16692,CCDC160,9.160265
7743,ZNF367,9.164365
10062,AQP6,9.171504
16154,RIBC2,9.172286
3380,BTLA,9.17248
15356,DEFB124,9.173528
6911,BLK,9.173646
1855,DPYSL5,9.177837
8717,MMP21,9.182743
3412,NR1I2,9.183009
152,PDPN,9.183603
3101,PRSS42,9.183639
7035,TTI2,9.183935
8922,RASSF10,9.189001
1905,CAPN13,9.190634
14648,LGALS7B,9.191923
14362,CYP4F22,9.191958
13696,PPP1R27,9.192251
12271,AQP8,9.193953
3651,WDR49,9.199046
6745,CHRM2,9.199449
14136,ACSBG2,9.201052
12374,PRSS36,9.20238
16537,FAM133A,9.203695
11687,GCNT3,9.20398
10097,KRT81,9.204029
14317,DAND5,9.204716
510,C1orf210,9.206921
8849,HBG2,9.208386
16245,EGFL6,9.210365
7546,B4GALT1,9.210413
4334,TLR2,9.210428
3076,EXOSC7,9.211199
8130,CALML3,9.213716
14495,ZNF728,9.214523
14454,NCAN,9.216805
3327,STX19,9.218441
10446,MYO1H,9.219185
385,ZBTB8B,9.220122
11520,C15orf56,9.224179
8669,ENO4,9.225709
10440,SVOP,9.226469
1448,CACNA1S,9.231044
14351,CASP14,9.237492
6485,PON1,9.23782
2841,C2orf54,9.240889
8706,GPR26,9.241437
2361,RAB6C,9.242033
15493,MATN4,9.244356
5343,HIST1H2BH,9.24539
5556,TULP1,9.245844
492,EDN2,9.246872
16600,CLDN2,9.24752
3485,EFCC1,9.249344
2766,DAW1,9.252115
6378,TRIM50,9.2532215
11194,FAM71D,9.2549515
15236,SIRPG,9.256011
10908,PROZ,9.261677
2376,POTEE,9.264233
3191,TMEM115,9.264532
12403,ABCC11,9.26673
12518,KCTD19,9.2667675
5390,ZFP57,9.268065
13143,CCL3L3,9.26811
3872,C4orf50,9.269342
2253,CREG2,9.269601
3466,CHST13,9.269816
608,ZYG11A,9.271254
9354,ALDH3B2,9.271348
4176,ADH1A,9.271878
1191,FCRL3,9.278262
12630,CNTNAP4,9.278739
2864,IL5RA,9.281743
14201,MUC16,9.283117
9636,TREH,9.285224
2450,SLC4A10,9.287249
2227,VWA3B,9.289209
6278,NME8,9.2907
2139,LRRTM4,9.290847
6409,CCL26,9.293344
5459,MSH5,9.293745
754,GBP6,9.295002
11474,GOLGA8Q,9.295244
12618,CTRB2,9.2978115
11955,PGPEP1L,9.301772
1344,ANKRD45,9.303386
16608,VSIG1,9.303634
5111,FAM196B,9.30432
1993,LHCGR,9.307971
1062,IVL,9.308356
13821,DSC1,9.308817
16353,ZNF157,9.309684
5695,CRISP3,9.31406
5423,MUC21,9.317832
10625,LRCOL1,9.318879
9888,DUSP16,9.319021
13082,TBC1D29,9.32089
2862,CNTN6,9.321481
9250,BATF2,9.324733
2914,SYN2,9.325272
3826,RNF212,9.325458
14057,ZNF556,9.325471
4590,MIER3,9.325792
5779,TBX18,9.326416
5565,PNPLA1,9.326836
6660,ANKRD7,9.328863
10881,CCDC168,9.328991
16333,GPR82,9.329335
16137,MPPED1,9.329477
14838,PGLYRP1,9.331555
8094,FAM166A,9.33299
2675,ABCA12,9.33327
15573,GCNT7,9.33596
16532,DACH2,9.336747
10529,PLA2G1B,9.336995
641,C1orf168,9.337369
3170,CAMKV,9.340075
2186,FABP1,9.346298
13494,MARCH10,9.3465805
1065,SPRR1B,9.34693
575,CYP4A22,9.349118
4039,STAP1,9.350167
14986,KLK5,9.352819
8656,TDRD1,9.352906
4880,CDC25C,9.353613
1208,CRP,9.353627
1848,DRC1,9.355453
9547,RAB39A,9.356302
7960,DOLPP1,9.3565235
11610,SLC28A2,9.359813
14685,TTC9B,9.359886
4117,RASGEF1B,9.364886
6017,ULBP1,9.365335
14987,KLK6,9.365562
2294,ACOXL,9.3661785
6686,FSCN3,9.366434
2209,NEURL3,9.3667145
8000,GFI1B,9.368881
15394,ASIP,9.370046
12458,CCL22,9.3708515
7982,FIBCD1,9.371989
4814,ADAMTS19,9.372044
7138,TRIM55,9.374621
12902,ALOX12B,9.375887
11483,GOLGA8K,9.376019
11313,KCNK10,9.378129
14516,RGS9BP,9.38326
1266,FCRLA,9.384225
16496,NAP1L6,9.384458
4355,RXFP1,9.385599
948,FAM72D,9.388417
636,TMEM61,9.3895035
13139,CCL18,9.389553
2371,POTEJ,9.38976
8966,CSRP3,9.390021
4223,RRH,9.392505
10761,KCTD4,9.393671
13177,FBXL20,9.395458
1909,XDH,9.39712
5559,CLPS,9.399183
14792,CBLC,9.399876
7329,FAM83A,9.400732
5013,HTR4,9.400752
13929,SERPINB2,9.4073105
13796,GATA6,9.407799
10158,GTSF1,9.40858
3913,FGFBP1,9.40981
2033,OTX1,9.415142
965,HFE2,9.415699
2992,CCR4,9.419325
12058,NPW,9.421327
6083,FRMD1,9.423561
15815,SLC25A18,9.430284
12633,ADAMTS18,9.430477
2972,LRRC3B,9.430553
14479,ZNF85,9.431507
659,FOXD3,9.431847
10218,STAT6,9.433612
13527,APOH,9.433722
16541,TNMD,9.434887
473,MFSD2A,9.435208
5997,GRM1,9.4365835
7009,NUGGC,9.441645
7828,SLC46A2,9.442257
862,PROK1,9.443051
16487,CXCR3,9.443644
16135,TTLL12,9.443683
1068,SPRR2E,9.44373
3120,FBXW12,9.444232
6075,PRR18,9.444775
5837,BEND3,9.445956
11921,MESP2,9.446171
3235,ITIH1,9.446357
15616,GATA5,9.448651
11171,SYT16,9.4526
2795,TIGD1,9.452975
4724,POU5F2,9.453152
1537,C4BPA,9.456399
15627,BIRC7,9.4566765
5703,GSTA1,9.45713
1968,PREPL,9.457757
11650,BCL2L10,9.458462
7668,GCNT1,9.458558
16744,PNMA5,9.459122
4927,PCDHA6,9.4655
8651,PLEKHS1,9.467812
6492,DLX6,9.468695
15058,CACNG7,9.468813
2682,MARCH4,9.470047
1043,LINGO4,9.47023
16709,CD40LG,9.472998
10215,TAC3,9.474525
13695,GCGR,9.476699
13135,CCL16,9.476722
8207,C10orf67,9.480048
6838,AOC1,9.480767
630,FAM151A,9.481753
10821,MZT1,9.488399
7064,ZMAT4,9.489295
3043,CCK,9.491628
14723,CEACAM5,9.492466
9866,KLRC1,9.495024
14565,ATP4A,9.496309
16505,MAGEE2,9.496888
8723,C10orf90,9.498849
7564,DNAI1,9.503001
12245,SDR42E2,9.504692
1309,XCL1,9.506979
4086,PPEF2,9.51004
364,HCRTR1,9.510088
